u,g,r,i,z,cluster
20.44508,18.56787,17.53755,17.00813,16.60409,0
21.7425,19.18868,17.82027,17.25046,16.86456,0
25.9801,23.12519,21.88399,20.63156,19.88371,1
23.01922,22.08018,21.06708,20.05293,19.84368,1
22.83056,21.72074,21.71434,21.70906,21.06364,1
20.45787,18.65623,17.58482,17.15936,16.80175,0
21.91643,21.81641,21.62259,21.57042,21.27596,1
22.52013,20.29019,18.64075,18.07643,17.69025,2
21.00346,19.90256,19.375,19.06018,18.93444,2
23.27738,22.29415,20.80982,19.91633,19.24377,1
20.62861,18.62894,17.57013,17.1335,16.76014,0
21.84575,20.37911,18.62727,17.98321,17.43121,2
24.62958,24.11725,21.80819,20.40925,19.69646,1
19.0141,17.66229,16.95625,16.59649,16.30745,0
17.92906,17.66366,17.46848,17.34052,16.95366,0
21.70739,19.11913,17.74609,17.2199,16.81255,0
20.74223,19.07363,17.98215,17.51294,17.12903,0
22.221,21.92876,21.91971,21.74641,22.78445,1
19.96511,17.69911,16.57358,16.03919,15.68107,0
23.51938,22.27075,20.99172,19.96739,19.42517,1
23.78264,22.7026,22.0584,21.72207,21.55145,1
18.87913,17.76024,17.33565,17.03768,16.98715,0
21.21867,20.46274,20.29001,20.21329,19.85589,2
22.32598,21.89318,21.03551,20.60032,20.53017,1
21.87123,21.43047,21.19405,20.99307,20.34411,1
24.71393,22.68254,21.34912,20.29935,19.53065,1
18.62401,17.66441,17.30346,17.153,17.08157,0
21.42538,21.36575,21.54298,21.44589,22.17026,1
22.0785,21.29914,20.85554,20.58585,20.73522,1
19.17546,17.24506,16.21007,15.77306,15.40742,0
18.35232,17.32871,17.10179,17.05614,17.04457,0
20.59204,18.82504,17.72546,17.28309,16.92406,0
22.31238,22.20002,21.52037,20.83799,20.70642,1
25.64571,23.55368,21.96268,20.57798,19.90619,1
22.84726,21.57789,19.68694,18.80542,18.08362,2
21.85172,21.26746,20.8996,20.54309,20.96089,1
23.91084,19.88864,18.39227,17.83346,17.51552,2
22.9848,21.12779,19.32141,18.62397,18.16422,2
19.81501,19.80346,19.56481,19.52017,19.93212,2
18.57553,17.40329,16.92206,16.68893,16.59671,0
24.9487,21.80803,20.27617,19.1315,18.96623,2
24.19739,22.73006,20.93156,19.90487,19.37304,1
20.86209,18.83247,17.7012,17.23152,16.86004,0
22.90764,22.36878,22.41882,22.26585,20.99062,1
19.13886,17.98746,17.3303,16.93812,16.67402,0
18.97674,17.56862,16.98281,16.67279,16.44525,0
19.76619,17.7591,16.76031,16.3357,15.97985,0
18.66638,17.55016,17.07726,16.74104,16.59263,0
25.34712,22.35076,20.52907,19.31721,18.84499,1
19.72956,18.02826,17.37229,17.1103,17.00039,0
25.75292,21.81478,20.22069,19.17605,18.71667,1
20.3903,18.9975,18.4567,18.21188,18.13464,2
25.46973,24.62329,21.43587,20.39452,19.67379,1
19.92304,17.90449,17.01887,16.63519,16.32119,0
20.35211,18.84336,17.73345,17.22054,16.8721,0
23.9957,21.82762,20.29177,19.27934,18.8324,2
24.04967,22.09107,20.66005,19.81185,19.3301,1
22.16286,21.1099,21.05508,21.03051,20.91875,1
22.44086,22.32387,21.62333,21.49308,21.34154,1
24.15728,22.24044,20.3882,19.44851,19.01804,1
23.21514,20.11093,18.55881,17.9967,17.64923,2
19.72459,18.13616,17.42598,17.02741,16.73169,0
18.42925,17.08139,16.56635,16.37267,16.26613,0
21.08995,19.97083,19.35355,19.17773,19.15516,2
22.47018,21.12303,19.30487,18.66409,18.27355,2
19.66244,18.81429,17.83384,17.26144,16.90594,0
24.25126,21.85265,20.19153,19.60068,19.20524,1
25.56398,21.96044,20.44753,18.96503,18.18036,2
22.55986,22.29792,21.97465,21.63728,21.32639,1
23.46992,21.57211,19.9227,19.00452,18.6907,2
22.05611,21.57911,21.08281,20.57107,20.21712,1
20.02706,18.91043,18.4301,18.04948,17.87279,0
19.20636,18.09391,17.65258,17.43535,17.3473,0
24.55067,22.53019,20.42996,19.53134,19.04822,1
22.05566,21.44401,21.41873,21.45236,21.92938,1
23.80135,21.01044,19.25951,18.64344,18.23104,2
25.234,22.55348,20.74549,19.65376,19.31364,1
21.15178,19.21189,18.19059,17.76844,17.47574,0
25.67577,26.29184,22.61278,20.57666,19.63181,1
19.5752,18.20763,17.61895,17.41203,17.27361,0
20.26187,18.63275,17.77775,17.2979,16.99384,0
19.56115,18.63662,18.06582,17.72995,17.54458,0
24.47975,20.12947,18.49324,17.91956,17.56344,2
18.93081,17.80361,17.35102,17.01016,16.89086,0
21.23393,20.97138,20.55079,20.42137,20.48461,1
23.78817,22.60007,20.83003,19.65286,19.18868,1
21.69007,21.0837,20.803,20.41135,20.18722,1
19.57017,18.86571,18.79998,18.79557,18.61841,2
21.4527,18.60117,17.03393,15.98586,15.38849,0
24.86338,22.8645,20.79041,19.58786,19.17718,1
25.406,23.27261,21.78682,20.7027,19.87451,1
22.66814,21.49611,21.26058,21.38672,20.60465,1
19.70158,18.29614,17.63238,17.24986,17.06642,0
24.0568,21.7324,20.24739,19.17173,18.54849,2
25.84262,23.61499,21.61253,20.29942,19.62784,1
21.62674,20.98628,20.12554,19.39396,19.11107,2
25.06192,22.54773,21.10527,20.95113,21.59788,1
22.37576,21.35778,20.75006,20.61856,20.70698,1
23.93526,20.24262,20.01573,19.48483,19.05662,2
19.73893,18.82659,18.55152,18.46425,18.41443,2
18.90505,16.36491,15.38158,15.03201,14.80634,0
22.18574,22.63834,21.94279,21.3646,21.14485,1
20.68621,20.72334,20.45277,20.52238,20.40741,2
24.2332,22.12302,21.45438,21.33943,21.31906,1
17.37302,16.32392,15.98457,15.89874,15.83928,0
23.13985,22.14369,20.28642,19.36578,18.822,2
24.92371,21.93349,20.74514,20.66927,20.53862,1
17.74932,16.7564,16.42738,16.28151,16.17844,0
20.17027,20.17425,19.7082,19.62906,19.51347,2
22.16926,21.59094,20.20701,19.26085,18.89547,2
20.40448,18.47598,17.75786,17.52631,17.4133,0
24.63936,22.19803,19.34648,18.52713,18.13654,2
19.17865,17.71771,17.00586,16.61194,16.28776,0
21.12189,19.66822,18.24577,17.67248,17.2999,0
20.92164,19.5854,19.14186,18.99502,18.82095,2
23.38167,20.89423,19.05835,18.30422,17.86437,2
20.53823,18.46076,17.52431,17.1084,16.79972,0
25.28708,22.28474,21.46837,20.4383,19.91361,1
26.77142,22.1529,20.94169,19.64488,19.00135,1
24.61494,21.172,19.74261,18.63144,18.06637,2
24.16635,22.24884,20.84096,18.87015,17.76665,2
21.71946,20.50534,19.40958,18.97253,18.54944,2
24.19123,22.36172,21.74667,21.60489,22.51122,1
24.57839,22.13148,20.5503,19.40514,18.71928,1
19.0854,17.69561,17.07868,16.80602,16.63817,0
26.96618,22.19232,21.72593,21.72907,21.06187,1
19.68217,18.84736,18.42623,18.06557,18.01332,0
22.11431,21.78424,21.31968,21.00413,20.88576,1
19.74586,19.82453,19.6559,19.62193,19.72671,2
22.04161,21.90763,20.2018,19.039,18.37215,2
22.78369,21.95656,20.18796,19.40815,19.13458,2
24.23343,22.37371,20.81016,19.88874,19.4087,1
22.46692,22.53561,22.44739,21.29625,21.03638,1
24.84539,20.38629,19.4962,19.21137,19.1296,2
23.51756,22.98835,21.53814,20.46318,19.82051,1
22.87962,21.89075,19.94061,19.07099,18.4723,2
25.40995,22.14613,20.39288,19.58634,19.18532,1
19.15152,17.88192,17.81419,17.83793,17.92105,0
22.56353,22.1295,20.56881,19.67282,19.30859,1
24.78916,22.58524,20.93438,19.76437,19.29945,1
20.89823,19.5824,18.85069,18.46904,18.15162,2
25.65003,21.74629,20.10134,19.31798,19.04422,1
19.02521,18.79474,18.49196,18.43808,18.48297,0
24.46675,22.70624,21.72115,21.35929,21.19759,1
25.35784,23.89944,22.21147,20.74149,19.75865,1
22.78125,21.83626,21.86187,21.50187,21.59975,1
22.71455,22.1747,21.83649,21.43773,21.75417,1
22.93837,22.16697,20.40017,19.4688,19.00624,2
23.356,22.7081,22.16387,21.6996,21.411,1
24.81665,21.66407,20.11374,18.52301,17.65878,2
21.92718,21.92508,21.48195,21.51056,21.28021,1
19.7429,19.484,19.41065,19.47243,19.28461,2
26.38755,22.75633,21.6534,20.27427,19.58587,1
20.73686,19.27131,18.62301,18.37932,18.28623,2
19.74286,18.65337,18.18542,17.99088,17.83862,0
26.578,21.54083,19.60605,18.86677,18.35351,2
16.35165,15.03846,14.42721,14.0925,13.87615,0
23.3173,19.74847,18.06369,17.47728,17.10786,2
19.25014,18.04447,17.50074,17.15461,16.94465,0
23.35533,22.15817,20.52572,19.62985,18.96537,1
23.51919,21.17933,19.40954,18.513,17.97601,2
20.67956,19.51519,18.77179,18.30855,18.09616,2
23.19811,22.65886,21.12939,20.02056,19.44648,1
17.4963,16.26757,15.69886,15.3904,15.14433,0
16.60838,15.12036,14.52495,14.33469,14.28114,0
25.502,23.05253,21.94871,20.69272,19.91693,1
20.05503,18.98428,18.6909,18.59216,18.60168,2
23.32541,23.08479,22.56556,22.06785,21.36498,1
20.14378,18.16905,17.15943,16.71915,16.37419,0
18.03648,16.42646,15.75694,15.48697,15.34864,0
18.93976,17.69848,17.08129,16.7404,16.54743,0
24.16922,22.1945,21.2059,20.15585,19.64489,1
21.28379,20.77944,20.6713,20.4803,20.22022,1
19.23402,17.7887,17.20752,16.94683,16.85821,0
21.28997,20.08007,19.53896,19.30597,19.19975,2
20.3523,18.62793,17.66548,17.2443,16.93881,0
23.2573,21.99524,20.33566,19.50702,18.93144,2
20.52383,20.6084,20.38834,20.40352,20.29535,2
20.66661,19.36446,18.65572,18.28455,18.13298,2
19.67348,18.25998,17.65478,17.38231,17.28709,0
24.53869,22.73297,21.05564,20.98867,20.83473,1
23.46621,22.17043,20.47373,19.6288,19.17744,1
20.74332,20.30707,20.29664,20.21471,19.75284,2
26.9991,22.77452,20.71058,19.51971,19.12027,1
26.60872,21.24478,19.34811,18.77578,18.32719,2
22.15445,21.84181,21.80919,21.64146,21.64859,1
25.53883,23.15136,21.43872,20.28104,19.60197,1
22.87512,22.06963,21.2415,19.94548,19.21541,1
25.11282,22.16786,20.26676,19.42728,18.97442,1
24.87103,22.65255,20.59945,19.54969,19.09526,1
18.90508,17.81408,17.35635,17.17304,17.08797,0
21.53386,21.26022,20.8802,20.87134,20.82913,1
24.6748,22.18777,20.51845,19.71381,19.28452,1
18.96249,18.54561,18.51243,18.44959,18.55021,0
20.37512,18.43785,17.32563,16.84174,16.44641,0
18.76743,17.76215,17.43825,17.28641,17.24055,0
16.27343,14.2205,13.31386,12.83664,12.48118,0
19.90563,18.18063,17.46688,17.1978,17.05991,0
22.82839,20.83521,19.61525,18.53404,18.14619,2
20.07825,18.7582,18.20122,17.97353,17.92735,0
23.75339,22.45577,20.56711,19.88131,19.37925,1
22.29667,21.84537,21.93402,21.63788,21.35331,1
14.93182,14.0644,13.96133,14.13364,14.2673,0
18.006,16.54144,15.98515,15.4351,15.50959,0
23.25253,24.14257,22.05686,20.77826,19.93991,1
22.21311,21.6825,21.17624,20.85435,20.78404,1
23.23384,21.45049,19.66189,18.89948,18.4081,2
22.03292,20.82032,19.6763,18.94866,18.54638,2
25.74282,21.70565,19.95917,19.09259,18.63697,2
21.34188,19.18349,17.76325,17.2458,16.88696,0
22.70846,21.95697,21.24431,20.78069,20.21634,1
20.39365,19.2543,18.75445,18.60706,18.43075,2
22.06103,22.3158,21.96411,21.73906,21.14679,1
25.43995,21.54687,19.73033,18.93184,18.5297,2
24.22004,22.2665,20.74335,18.90526,17.81849,2
22.1058,21.22675,20.18613,19.12609,18.41989,2
24.31781,20.6631,19.97936,19.61269,19.79155,2
26.32803,24.44343,22.67366,21.2033,20.04239,1
23.25275,22.25166,20.64182,19.59551,19.18826,1
19.80664,18.5743,17.76825,17.40176,17.17972,0
19.39376,17.22701,16.17957,15.75248,15.37808,0
22.9892,21.94484,20.82514,19.63595,19.22323,1
21.91259,21.69593,20.53102,19.59227,19.12106,2
22.43067,21.51508,19.70627,18.97085,18.58162,2
19.03879,18.95833,18.96497,18.70602,18.72118,2
25.85427,22.44741,20.50512,19.54613,18.95571,1
23.00029,20.38539,18.99494,17.98677,17.45233,2
22.43728,21.68196,21.38809,20.94436,20.47344,1
21.19001,19.08604,17.76081,17.20839,16.80304,0
25.16685,24.07627,21.74512,20.28088,19.567,1
24.005,21.39001,19.43443,18.71869,18.36738,2
21.17344,21.01479,20.7346,20.63287,20.72341,1
25.85733,21.85194,20.33017,19.44881,18.90397,1
20.33628,20.28445,20.10325,20.0652,19.88339,2
26.26246,21.69718,19.78737,18.87615,18.51613,2
17.81426,16.85097,16.52345,16.42058,16.42072,0
21.7833,21.19262,21.08856,21.05879,20.65343,1
19.08668,17.93316,17.44418,17.18391,16.95221,0
20.26569,20.06361,20.05042,19.97845,19.86991,2
19.23173,17.50355,16.74551,16.30178,15.96379,0
23.73198,22.6679,21.41578,20.12967,19.5174,1
23.23254,23.11696,21.73729,20.47962,19.73925,1
24.01044,22.44347,20.57992,19.60119,19.03969,1
24.16106,22.82705,21.52538,20.94249,20.86316,1
21.58463,20.93711,21.67354,21.79045,21.23658,1
12.2624,10.51139,10.06854,13.41786,10.22551,0
19.64734,18.66161,18.5661,18.55305,18.51883,2
24.22457,22.18505,21.8364,21.5848,22.05679,1
20.06307,18.29998,17.47524,17.08221,16.77426,0
20.94261,19.84901,19.7328,19.76425,19.67776,2
20.68032,20.6304,20.57658,20.20597,20.07378,2
22.11678,20.99901,20.86854,20.8439,21.0285,1
26.11234,22.88224,21.34328,20.35497,19.6896,1
24.39693,22.88625,21.34975,20.34685,19.3432,1
23.68798,23.83112,21.64135,20.48737,19.73212,1
23.93729,22.05317,20.40976,19.57601,19.09911,1
20.19214,18.95505,18.48778,18.29593,18.25263,2
20.74974,18.39867,17.50496,17.03009,16.76087,0
22.80995,21.78622,20.07592,19.14124,18.70313,2
21.26955,20.72599,20.54577,20.37401,20.00297,2
17.69661,17.4204,17.60233,17.46951,17.62737,0
24.82788,22.54047,21.04631,19.98232,19.57347,1
21.20129,20.47803,20.29284,20.21723,20.01467,2
22.38917,21.8857,20.43158,19.6128,19.06096,2
19.66825,18.43221,17.74656,17.39892,17.14028,0
23.14459,20.48011,19.83531,19.62346,19.40798,2
23.64559,20.90283,20.45084,20.39066,20.42127,1
21.51232,21.54479,20.57792,19.32694,18.5611,2
21.19461,19.66804,19.12092,18.88127,18.78941,2
23.83072,22.37705,20.6539,19.77528,19.30323,1
26.00853,22.65759,20.8824,19.53985,19.1482,1
20.27418,18.59934,17.50648,17.01096,16.625,0
23.31904,22.18684,20.20695,18.98459,18.70737,2
22.80962,22.45622,20.43934,19.41209,18.9999,2
17.50835,17.37957,17.41199,17.51406,17.65748,0
24.91646,22.16319,20.63201,19.64765,19.27155,1
21.74729,20.42449,19.88723,19.62633,19.44587,2
21.16491,20.62322,20.55728,20.5775,20.48107,1
21.02822,19.19544,18.47959,18.15178,18.03431,2
25.06664,24.42808,21.18498,20.01649,19.31128,1
25.08545,23.06046,22.14681,21.8696,21.77485,1
22.18647,20.57636,18.88309,18.16392,17.82099,2
19.3544,17.24231,16.22777,15.79393,15.43615,0
21.72903,19.41531,17.94156,17.38716,17.05374,0
21.06977,20.69588,20.61131,20.31492,20.10612,2
21.07519,20.6278,20.1794,20.00285,19.97673,2
20.0007,18.44681,17.52113,16.99577,16.65462,0
24.08098,22.37612,20.88761,18.88762,17.79947,2
24.05204,22.39449,20.6389,19.73521,19.37752,1
24.37495,21.82523,19.91913,19.10217,18.54675,2
18.2974,16.91109,16.14245,15.7386,15.41656,0
23.77612,22.82182,22.24069,22.02905,21.3143,1
26.795,21.43829,19.64213,18.61914,17.93526,2
24.56727,22.70652,20.85353,19.80782,19.28972,1
23.10147,21.18795,19.28348,18.50053,18.06298,2
21.21013,21.19601,21.24203,21.05173,21.0538,1
20.68818,18.65481,17.47624,16.9586,16.57096,0
16.78606,15.6325,15.23654,15.08253,15.03526,0
20.99432,20.91282,20.77219,20.94174,20.9213,1
23.56196,21.27461,19.50834,18.78811,18.38404,2
20.23357,19.3713,19.32854,19.37158,19.44091,2
24.77758,21.71502,20.32455,19.59505,19.24228,1
18.35511,17.44118,17.14213,17.05779,16.99738,0
18.53284,17.38441,16.74309,16.35021,16.14815,0
17.79103,16.63478,16.19296,15.94348,15.80097,0
22.94399,22.53005,20.73456,19.7801,18.9356,1
22.46608,22.34522,21.41817,21.14704,20.62995,1
20.53257,18.77769,17.80122,17.34038,16.96512,0
23.78409,22.08026,20.33981,19.42319,18.86575,2
23.49919,21.99635,20.31646,19.25042,18.72687,2
22.40256,21.33002,20.90228,20.72513,20.65884,1
23.44226,22.40661,20.80803,19.67811,19.14744,1
18.08347,17.90151,17.79097,17.82611,17.66324,0
23.14648,22.39039,21.5524,20.56165,19.89901,1
21.91398,21.1759,20.85391,20.80758,20.83017,1
18.25146,18.21153,18.0966,18.21468,18.10662,0
24.97946,22.20784,20.75168,19.79566,19.34705,1
26.13095,20.75234,19.06361,18.4184,18.06616,2
22.83382,20.80825,19.87751,18.93851,18.40935,2
26.46684,21.97657,20.33604,19.41982,19.01267,1
24.44306,22.42956,21.62947,20.98258,20.59604,1
18.62282,18.4156,18.17939,18.22333,18.28509,0
20.32325,18.55467,17.76732,17.38805,17.09418,0
21.66574,21.38781,20.54285,19.5948,19.23192,2
23.76803,22.70392,21.32562,20.12931,19.30661,1
20.80928,20.85503,20.59595,20.35903,19.93256,2
22.2851,19.78253,18.26656,17.70957,17.37568,2
21.71781,21.12105,20.98915,20.6091,20.37661,1
22.77507,22.67474,22.25125,21.72303,21.99927,1
25.17655,20.92458,20.53836,20.48913,20.47414,1
19.97784,18.605,18.05933,17.76962,17.52033,0
22.53156,21.75437,20.21404,19.28301,18.72175,2
23.64789,21.83336,20.57082,19.66006,19.22948,1
24.83204,22.88612,21.20354,20.19754,19.70875,1
23.17458,22.78162,23.05133,22.55261,21.58266,1
24.06018,23.25279,22.51231,22.50376,22.10792,1
23.01262,20.46522,19.37003,19.22469,19.16371,2
19.65562,18.79013,18.58784,18.5074,18.52006,2
20.69043,18.58685,17.39217,16.92433,16.58422,0
19.62752,17.63747,16.61871,16.18225,15.7829,0
26.43436,22.43548,20.98928,19.84476,19.48759,1
25.38775,22.11187,20.46189,19.47484,18.87155,1
19.76847,17.86238,16.83404,16.33524,15.99117,0
21.89536,21.4801,21.2353,20.88694,20.70447,1
19.85471,18.01684,17.03878,16.61532,16.25269,0
24.44478,22.31354,20.69264,19.83974,19.32869,1
22.13707,19.81458,18.40799,17.86453,17.50038,2
23.38391,22.97068,22.27519,21.24419,20.8054,1
22.55802,21.73789,20.16121,19.59127,19.07214,2
23.10553,22.90297,21.19117,19.91851,19.57114,1
20.22161,18.49602,17.49525,17.08058,16.74348,0
18.17766,16.79326,16.27273,16.05827,15.99435,0
25.835,22.95676,21.12239,19.99813,19.57691,1
20.55517,18.49413,17.51531,17.09168,16.69834,0
22.38315,21.91914,19.80624,18.64495,18.10131,2
24.34552,21.08448,19.75609,19.19565,18.82099,2
21.26826,20.65589,20.62843,20.57202,20.60242,1
23.49691,22.18378,20.62622,19.69786,19.41658,1
22.87348,21.5425,19.98635,19.00322,18.32959,2
23.6626,24.36591,24.12824,21.48678,19.66662,1
18.70467,16.99436,16.16697,15.74619,15.44122,0
22.79298,21.97076,20.79617,19.98699,19.35427,1
20.86403,20.46072,20.33126,20.19389,20.28449,2
26.85594,21.96581,21.30183,21.05877,20.78471,1
26.15973,21.64959,19.7846,18.89275,18.33343,2
26.44899,22.92091,21.10805,19.84872,19.36866,1
21.57401,21.95887,20.86747,19.93565,19.35762,1
24.38678,21.52497,19.61931,18.8968,18.66277,2
26.63189,22.39722,20.36651,19.46659,18.92726,1
23.10214,22.51864,22.75517,21.66558,20.75903,1
23.2466,21.83014,20.6846,19.88077,19.41911,1
22.98928,22.14537,20.80194,19.88833,19.43089,1
19.34514,18.04006,17.11904,16.67752,16.34692,0
19.17785,18.26304,17.964,17.85842,17.79978,0
25.55584,21.69034,20.03555,19.2648,18.80297,2
20.35751,19.49515,19.21175,19.1222,19.14162,2
18.1799,17.79855,17.68568,17.57729,17.51692,0
20.95155,20.66546,20.46054,20.36434,20.87872,1
24.51299,23.85205,22.89016,24.0817,21.50712,1
19.88312,17.9007,16.96768,16.52601,16.1994,0
23.24852,19.83105,18.34986,17.73229,17.22191,2
22.30297,21.1954,19.50633,18.62124,18.09126,2
22.42404,19.98694,18.49985,17.85384,17.47761,2
20.42356,19.40274,19.03227,18.88063,18.82125,2
21.72063,21.24161,20.3702,19.68286,19.27435,2
24.95454,21.75231,20.11687,19.24445,18.71873,2
22.51249,21.85215,21.75201,20.76358,20.39924,1
19.62851,18.71182,18.38128,18.27989,18.23256,0
20.46685,20.29465,20.22021,20.02658,19.97051,2
24.18225,23.66224,22.06545,20.78433,19.95596,1
20.65518,18.4794,17.35535,16.92148,16.59651,0
20.31917,18.4407,17.40557,16.92511,16.58019,0
20.60011,18.49666,17.54804,17.18035,16.83198,0
27.03389,22.62396,20.97962,19.92429,19.37669,1
18.65771,16.71959,15.57882,15.02215,14.55941,0
22.17084,21.63434,20.67802,19.7052,19.26421,2
21.20374,19.04883,17.66331,17.17624,16.82166,0
22.8884,21.67275,21.00351,19.86919,19.62215,1
21.68894,21.18788,21.04682,20.94482,20.49602,1
23.58595,20.57025,18.87427,18.26892,17.80781,2
19.8802,19.36685,19.21499,18.97952,18.8786,2
26.49017,22.16582,20.32024,19.31825,18.88607,1
22.50926,21.81778,21.65106,21.66086,21.51532,1
22.14443,20.50789,18.89205,18.276,17.90911,2
23.83268,20.9831,19.2189,18.4873,18.18235,2
24.43785,22.52241,20.55191,19.4586,18.65062,1
18.18097,16.68582,16.06331,15.82951,15.71587,0
21.6093,21.68845,23.43327,21.38805,22.76812,1
20.19171,18.05705,16.96774,16.48977,16.11673,0
20.12204,19.81745,19.78218,19.48857,19.45189,2
22.06989,21.5193,21.41494,21.30507,21.2139,1
20.09842,18.48815,17.87092,17.64826,17.52787,0
25.84327,21.46882,19.8443,19.05556,18.55606,2
24.8789,22.6816,22.8524,21.79369,22.00621,1
19.341,18.37456,18.03835,17.92553,17.87154,0
19.08803,18.1344,17.8091,17.6663,17.60982,0
19.90223,18.45005,17.53295,17.05783,16.69414,0
23.12151,21.77743,20.50821,19.68366,19.15831,2
25.63403,22.51321,20.72198,19.7474,19.31617,1
23.1087,21.24231,21.01553,20.95498,21.07252,1
22.45657,19.64081,18.09208,17.50163,17.15921,2
19.02392,17.13418,16.34467,16.00661,15.85067,0
22.98287,22.04598,20.58976,19.67244,19.42867,1
17.32855,16.38816,16.04139,15.91712,15.88333,0
20.41435,18.56647,17.51551,17.03328,16.71801,0
22.80877,21.6801,20.22441,18.90918,18.34344,2
20.26674,17.99812,16.65976,15.35106,14.64643,0
21.01797,20.35792,20.21603,20.2434,19.89124,2
22.53818,21.78788,21.66322,21.66214,21.53948,1
23.85674,22.80223,22.86812,21.74945,21.74455,1
25.9174,22.59038,20.83476,19.70624,19.11078,1
25.5996,21.82685,20.158,19.37649,18.8308,1
19.84891,18.13843,17.43631,17.12615,17.01867,0
19.50946,18.9867,18.7919,18.84146,18.68046,2
16.42805,14.49675,13.63242,13.20567,12.92013,0
23.85901,22.21656,20.75814,19.75429,19.40701,1
16.78477,15.5428,15.5807,15.66045,15.75141,0
22.40999,21.86836,21.78438,21.70298,21.29497,1
22.74468,22.2699,21.98257,21.69953,20.8364,1
19.71418,19.11553,19.06088,19.07689,18.76887,2
24.22253,22.87348,21.65668,20.36408,19.64106,1
25.1039,21.61316,19.65747,19.02786,18.57932,2
20.80921,20.35979,20.47485,20.41854,20.10315,2
21.87543,21.79902,21.44567,21.3757,21.26415,1
25.92295,21.31886,19.45265,18.72848,18.26801,2
24.33128,22.61448,20.73369,19.86517,19.71808,1
24.71999,21.92762,20.91715,19.99997,19.51103,1
20.87902,20.49349,20.34167,20.34323,19.70592,2
22.41033,22.52089,21.68786,20.98769,19.94553,1
23.8321,22.22687,20.57977,19.69324,19.59178,1
24.87703,23.68038,21.64314,20.52499,19.5837,1
23.89995,21.81437,20.31487,19.31207,18.83394,2
22.91212,21.90719,21.93205,21.83803,22.3342,1
25.29628,23.07057,22.01878,21.2923,20.61821,1
23.82774,22.60392,21.04655,19.84726,19.37458,1
26.07241,21.85569,20.37687,19.59491,18.8863,1
21.13849,18.82684,17.4738,16.95457,16.57085,0
20.15973,18.83197,17.87641,17.38303,17.04491,0
23.30648,21.61767,21.17725,20.90498,20.545,1
20.47831,18.77431,18.05974,17.77501,17.59799,0
25.44745,21.19216,19.35383,18.62612,18.21237,2
20.43344,20.54734,20.07791,19.92407,19.86613,2
18.35713,17.43594,17.17032,17.08414,17.04975,0
19.4627,17.56484,16.49154,16.02907,15.7016,0
22.34564,23.13536,22.22111,20.93337,20.22914,1
20.43215,18.82566,18.58344,18.39762,18.26876,2
21.13638,20.7,20.46511,20.11332,19.94107,2
21.51567,19.1401,17.72992,17.19896,16.84669,0
22.48723,21.34375,20.90193,20.7712,20.46114,1
22.35583,20.3825,18.69713,18.05247,17.75423,2
19.81997,18.20872,17.46519,17.10834,16.83029,0
23.85391,21.28034,19.8868,18.6624,18.2335,2
23.32219,23.32782,22.14447,20.84096,19.84751,1
24.67044,23.73711,22.84613,22.06608,22.33128,1
21.6068,21.31775,20.74588,20.44311,20.19045,1
26.5175,21.68114,19.97543,19.0409,18.61304,2
24.01377,23.98592,22.53496,20.97958,19.85996,1
21.86041,19.09886,17.7289,16.99242,16.58193,0
19.59821,17.82191,16.91896,16.513,16.19151,0
17.62511,16.70223,16.32348,16.15918,16.09759,0
18.51441,17.30652,16.8156,16.5693,16.62139,0
25.84513,21.99195,20.22571,19.13823,18.76617,1
22.21965,21.8639,21.7435,21.72045,21.41386,1
24.78099,20.69083,19.11125,18.32937,17.9445,2
20.35536,19.75003,19.54684,19.43703,19.30581,2
22.87459,23.42565,22.52184,22.16859,21.89549,1
22.15162,19.32217,17.87739,17.33258,16.97848,0
20.82716,20.63768,20.3471,20.14244,20.43031,2
23.05158,21.45573,19.71543,18.81997,18.3517,2
21.76262,20.92169,20.74294,20.66101,20.72314,1
22.898,22.15013,21.39431,20.80214,20.22673,1
25.62302,22.53589,21.01099,19.84262,19.25922,1
21.63448,21.2809,20.84637,20.61893,20.23302,1
23.78888,22.37281,22.08664,21.71475,22.38942,1
18.01894,17.02994,16.69253,16.57774,16.52413,0
20.63426,20.25702,20.24837,20.06376,20.01527,2
18.9399,17.79917,17.33052,17.13387,17.02622,0
21.06051,20.84289,20.65519,20.71183,20.55219,1
22.05791,20.82124,20.4455,20.31254,20.29318,1
19.31612,17.39392,16.25551,15.79763,15.44148,0
23.29403,26.68749,22.03644,20.55421,19.6466,1
25.52022,22.40082,21.45268,20.30434,19.97733,1
24.39423,23.71212,21.73446,20.54626,19.80944,1
25.30535,22.83248,21.44509,20.73895,19.66109,1
20.57378,19.70568,19.30176,19.13899,19.0615,2
22.70521,19.63317,19.20514,19.09261,19.09353,2
22.82464,21.55543,20.97463,20.44518,20.17927,1
20.71225,18.76837,17.70129,17.2184,16.8776,0
16.9482,15.94782,15.45552,15.24738,15.15991,0
21.1825,20.92418,20.83959,20.41913,20.24679,1
23.21806,21.95802,22.02795,21.93767,21.98277,1
22.6235,21.56995,21.1791,21.39787,21.5136,1
19.88914,18.1967,17.1634,16.73394,16.36469,0
21.84473,19.75224,18.1972,17.64915,17.34027,2
22.84848,21.48714,20.8385,20.58113,20.35399,1
25.05177,22.47606,20.9678,19.75804,19.39066,1
19.82082,18.3315,17.48241,17.01434,16.67503,0
23.46856,22.94266,21.19169,19.945,19.58598,1
18.71845,17.74982,17.43829,17.34554,17.3348,0
